Player,Position,Class,Latest Team,Season,Destination Team,Date Entered
CF,JR,,,,,
Elon,,,,,,
2025,,,,,,
Appalachian State,,,,,,
6/2/2025,,,,,,
Cole Egan,,,,,,
P,SO,,,,,
George Mason,,,,,,
2025,,,,,,
Eastern Michigan,,,,,,
6/2/2025,,,,,,
Gavin Brzozowski,,,,,,
1B,JR,,,,,
Baylor,,,,,,
2025,,,,,,
Abilene Christian,,,,,,
6/2/2025,,,,,,
Jake Slade,,,,,,
3B,SO,,,,,
Virginia Tech,,,,,,
2025,,,,,,
Murray State,,,,,,
6/2/2025,,,,,,
Alex Koelling,,,,,,
IF,FR,,,,,
Ohio State,,,,,,
2025,,,,,,
Miami (OH),,,,,,
6/2/2025,,,,,,
Hayden Crites,,,,,,
C,FR,,,,,
Texas A&M,,,,,,
2025,,,,,,
McLennan CC,,,,,,
6/2/2025,,,,,,
Alec Warden,,,,,,
IF,FR,,,,,
Penn State,,,,,,
2025,,,,,,
VCU,,,,,,
6/2/2025,,,,,,
Leo Cote,,,,,,
IF,FR,,,,,
Oregon State,,,,,,
2025,,,,,,
Portland,,,,,,
6/2/2025,,,,,,
Britton Beeson,,,,,,
RF,JR,,,,,
Hawaii,,,,,,
2025,,,,,,
Cal State Fullerton,,,,,,
6/2/2025,,,,,,
Will Tippett,,,,,,
SS,JR,,,,,
South Carolina,,,,,,
2025,,,,,,
College of Charleston,,,,,,
6/2/2025,,,,,,
Tyler June,,,,,,
OF,FR,,,,,
South Carolina,,,,,,
2025,,,,,,
Florida Southwestern State,,,,,,
6/2/2025,,,,,,
Jase Evangelista,,,,,,
P,SO,,,,,
Washington,,,,,,
2025,,,,,,
UNLV,,,,,,
6/2/2025,,,,,,
David Hogg II,,,,,,
2B,FR,,,,,
LSU,,,,,,
2025,,,,,,
Kansas,,,,,,
6/2/2025,,,,,,
Dillon Schueler,,,,,,
P,JR,,,,,
Illinois-Chicago,,,,,,
2025,,,,,,
Cincinnati,,,,,,
6/2/2025,,,,,,
Anthony Garcia,,,,,,
P,JR,,,,,
UT Arlington,,,,,,
2025,,,,,,
UTRGV,,,,,,
6/2/2025,,,,,,
Ian Hubbard,,,,,,
DH,SO,,,,,
Radford,,,,,,
2025,,,,,,
Carson-Newman,,,,,,
6/2/2025,,,,,,
Seth McCartney,,,,,,
P,JR,,,,,
Missouri,,,,,,
2025,,,,,,
Northwestern State,,,,,,
6/2/2025,,,,,,
Seth Cooper,,,,,,
P,JR,,,,,
Little Rock,,,,,,
2025,,,,,,
UL Monroe,,,,,,
6/2/2025,,,,,,
Tony Neubeck,,,,,,
P,JR,,,,,
Missouri,,,,,,
2025,,,,,,
Indiana,,,,,,
6/2/2025,,,,,,
Blake Kimball,,,,,,
P,JR,,,,,
Southern Indiana,,,,,,
2025,,,,,,
Southern Illinois,,,,,,
6/2/2025,,,,,,
Easton Bryant,,,,,,
DH,JR,,,,,
BYU,,,,,,
2025,,,,,,
Northern Colorado,,,,,,
6/2/2025,,,,,,
Giovanni Conte,,,,,,
P,FR,,,,,
Connecticut,,,,,,
2025,,,,,,
Siena,,,,,,
6/2/2025,,,,,,
Joshua Surigao,,,,,,
P,FR,,,,,
Hawaii,,,,,,
2025,,,,,,
West Virginia,,,,,,
6/2/2025,,,,,,
Karl Ralamb,,,,,,
P,SO,,,,,
Saint Louis,,,,,,
2025,,,,,,
Bellarmine,,,,,,
6/2/2025,,,,,,
Levi Jones,,,,,,
IF,SO,,,,,
Oregon State,,,,,,
2025,,,,,,
San Diego State,,,,,,
6/2/2025,,,,,,
Reeve Boyd,,,,,,
IF,FR,,,,,
Washington,,,,,,
2025,,,,,,
San Diego State,,,,,,
6/2/2025,,,,,,
Jack Arcamone,,,,,,
DH,SO,,,,,
Richmond,,,,,,
2025,,,,,,
Georgia,,,,,,
6/2/2025,,,,,,
Cole Kitchens,,,,,,
DH,JR,,,,,
Southern Indiana,,,,,,
2025,,,,,,
Nebraska,,,,,,
6/2/2025,,,,,,
Parker Dillhoff,,,,,,
P,JR,,,,,
Louisiana,,,,,,
2025,,,,,,
UNLV,,,,,,
6/2/2025,,,,,,
Juan Vargas,,,,,,
P,SO,,,,,
Tennessee Tech,,,,,,
2025,,,,,,
Texas A&M,,,,,,
6/2/2025,,,,,,
Derek Bermudez,,,,,,
IF,JR,,,,,
Florida International,,,,,,
2025,,,,,,
Jacksonville,,,,,,
6/2/2025,,,,,,
Chipper Beck,,,,,,
IF,JR,,,,,
BYU,,,,,,
2025,,,,,,
Utah Valley,,,,,,
6/2/2025,,,,,,
Connor Cuff,,,,,,
3B,SO,,,,,
Louisiana,,,,,,
2025,,,,,,
Southeastern Louisiana,,,,,,
6/2/2025,,,,,,
Chandler Howard,,,,,,
DH,JR,,,,,
Jacksonville,,,,,,
2025,,,,,,
Valdosta State,,,,,,
6/2/2025,,,,,,
Ahmaad Duff,,,,,,
OF,FR,,,,,
Alabama,,,,,,
2025,,,,,,
Saint Louis,,,,,,
6/2/2025,,,,,,
Wyatt Land,,,,,,
P,SO,,,,,
Georgia,,,,,,
2025,,,,,,
USC Upstate,,,,,,
6/2/2025,,,,,,
Ayden Garcia,,,,,,
C,JR,,,,,
Florida Atlantic,,,,,,
2025,,,,,,
UNLV,,,,,,
6/2/2025,,,,,,
Mason Buss,,,,,,
P,JR,,,,,
Kansas State,,,,,,
2025,,,,,,
Illinois-Chicago,,,,,,
6/2/2025,,,,,,
Theo Kummer,,,,,,
C,JR,,,,,
Texas State,,,,,,
2025,,,,,,
Lamar,,,,,,
6/2/2025,,,,,,
Michael Perazza,,,,,,
LF,SO,,,,,
West Virginia,,,,,,
2025,,,,,,
Florida Atlantic,,,,,,
6/2/2025,,,,,,
Alex Marot,,,,,,
3B,FR,,,,,
West Virginia,,,,,,
2025,,,,,,
Charleston Southern,,,,,,
6/2/2025,,,,,,
Dylan Cupp,,,,,,
SS,SO,,,,,
Mississippi State,,,,,,
2025,,,,,,
Dallas Baptist,,,,,,
6/2/2025,,,,,,
Carson Cherry,,,,,,
OF,FR,,,,,
Wofford,,,,,,
2025,,,,,,
Blinn,,,,,,
6/2/2025,,,,,,
Reagan Reeder,,,,,,
1B,SO,,,,,
Illinois,,,,,,
2025,,,,,,
Evansville,,,,,,
6/2/2025,,,,,,
Maddux Scherer,,,,,,
P,FR,,,,,
USC Upstate,,,,,,
2025,,,,,,
Augustana (SD),,,,,,
6/2/2025,,,,,,
Drew Siegner,,,,,,
P,SO,,,,,
Campbell,,,,,,
2025,,,,,,
Longwood,,,,,,
6/2/2025,,,,,,
Manny Garza,,,,,,
DH,SR,,,,,
Arizona State,,,,,,
2025,,,,,,
Tennessee Tech,,,,,,
6/2/2025,,,,,,
Tyler Lejeune,,,,,,
RF,JR,,,,,
Troy,,,,,,
2025,,,,,,
USC Upstate,,,,,,
6/2/2025,,,,,,
William Zareh,,,,,,
C,SO,,,,,
Missouri State,,,,,,
2025,,,,,,
Lindenwood,,,,,,
6/2/2025,,,,,,
Kyle Emmons,,,,,,
P,SO,,,,,
Towson,,,,,,
2025,,,,,,
Penn State,,,,,,
6/2/2025,,,,,,
Hayden Robbins,,,,,,
CF,SO,,,,,
Morehead State,,,,,,
2025,,,,,,
Western Kentucky,,,,,,
6/2/2025,,,,,,
Grant Nottlemann,,,,,,
DH,SO,,,,,
Sam Houston State,,,,,,
2025,,,,,,
Pittsburg State,,,,,,
6/2/2025,,,,,,
Jackson Bergman,,,,,,
P,JR,,,,,
Toledo,,,,,,
2025,,,,,,
Indiana,,,,,,
6/2/2025,,,,,,
Jake Mummau,,,,,,
SS,JR,,,,,
FGCU,,,,,,
2025,,,,,,
Appalachian State,,,,,,
6/2/2025,,,,,,
Peyton Watts,,,,,,
3B,SO,,,,,
Troy,,,,,,
2025,,,,,,
USC Upstate,,,,,,
6/2/2025,,,,,,
Christian Carew,,,,,,
P,SR,,,,,
Eastern Illinois,,,,,,
2025,,,,,,
Florida Southern,,,,,,
6/2/2025,,,,,,
Joseph Fredericks,,,,,,
P,SO,,,,,
West Virginia,,,,,,
2025,,,,,,
Maryland,,,,,,
6/2/2025,,,,,,
Andrew Holub,,,,,,
UT,JR,,,,,
Iowa,,,,,,
2025,,,,,,
USC Upstate,,,,,,
6/2/2025,,,,,,
Luke Parmentier,,,,,,
3B,JR,,,,,
Alabama State,,,,,,
2025,,,,,,
Missouri Western,,,,,,
6/2/2025,,,,,,
Matthew Scott II,,,,,,
LF,FR,,,,,
Texas,,,,,,
2025,,,,,,
Oregon,,,,,,
6/2/2025,,,,,,
Sam Grunberg,,,,,,
1B,JR,,,,,
Lindenwood,,,,,,
2025,,,,,,
Jacksonville,,,,,,
6/2/2025,,,,,,
Aiden Stewart,,,,,,
2B,JR,,,,,
Delaware,,,,,,
2025,,,,,,
Indiana,,,,,,
6/2/2025,,,,,,
Jordan Jaffe,,,,,,
1B,JR,,,,,
Richmond,,,,,,
2025,,,,,,
Liberty,,,,,,
6/2/2025,,,,,,
Evan Steckmesser,,,,,,
P,SR,,,,,
Samford,,,,,,
2025,,,,,,
Alabama,,,,,,
6/2/2025,,,,,,
Rylan Lujo,,,,,,
3B,FR,,,,,
Dayton,,,,,,
2025,,,,,,
Georgia,,,,,,
6/2/2025,,,,,,
JT Guerrero,,,,,,
P,SO,,,,,
Fresno State,,,,,,
2025,,,,,,
Grand Canyon,,,,,,
6/2/2025,,,,,,
Nick Santivanez,,,,,,
P,FR,,,,,
Cal State Northridge,,,,,,
2025,,,,,,
Cal State Fullerton,,,,,,
6/2/2025,,,,,,
Dallin Harrison,,,,,,
P,SO,,,,,
San Diego,,,,,,
2025,,,,,,
Rutgers,,,,,,
6/2/2025,,,,,,
Blake Schaaf,,,,,,
SS,SO,,,,,
Georgetown,,,,,,
2025,,,,,,
Wake Forest,,,,,,
6/2/2025,,,,,,
Landon Koenig,,,,,,
P,SO,,,,,
North Dakota State,,,,,,
2025,,,,,,
Ole Miss,,,,,,
6/2/2025,,,,,,
Trey King,,,,,,
2B,SO,,,,,
Georgia,,,,,,
2025,,,,,,
Jacksonville State,,,,,,
6/2/2025,,,,,,
Charlie Jones,,,,,,
1B,SO,,,,,
Georgia,,,,,,
2025,,,,,,
Kennesaw State,,,,,,
6/2/2025,,,,,,
Trey Wells,,,,,,
C,JR,,,,,
Virginia,,,,,,
2025,,,,,,
Rutgers,,,,,,
6/2/2025,,,,,,
Cade Montgomery,,,,,,
P,SO,,,,,
Utah Tech,,,,,,
2025,,,,,,
Michigan,,,,,,
6/2/2025,,,,,,
Caleb Niehaus,,,,,,
2B,JR,,,,,
Western Kentucky,,,,,,
2025,,,,,,
Indiana State,,,,,,
6/2/2025,,,,,,
Tyler Pitzer,,,,,,
P,SO,,,,,
South Carolina,,,,,,
2025,,,,,,
Mississippi State,,,,,,
6/2/2025,,,,,,
Tommy Townsend,,,,,,
DH,SO,,,,,
Butler,,,,,,
2025,,,,,,
Xavier,,,,,,
6/2/2025,,,,,,
Miles Gosztola,,,,,,
P,SO,,,,,
Gonzaga,,,,,,
2025,,,,,,
Oregon,,,,,,
6/2/2025,,,,,,
Payton Mansfield,,,,,,
DH,JR,,,,,
Jacksonville State,,,,,,
2025,,,,,,
Quincy,,,,,,
6/2/2025,,,,,,
Eli Huebner,,,,,,
IF,JR,,,,,
Little Rock,,,,,,
2025,,,,,,
UT Martin,,,,,,
6/2/2025,,,,,,
Jack Olson,,,,,,
P,FR,,,,,
Northern Illinois,,,,,,
2025,,,,,,
Heartland,,,,,,
6/2/2025,,,,,,
Tyce Armstrong,,,,,,
DH,JR,,,,,
UT Arlington,,,,,,
2025,,,,,,
Baylor,,,,,,
6/2/2025,,,,,,
Spencer Yu,,,,,,
UT,FR,,,,,
George Washington,,,,,,
2025,,,,,,
Sewanee,,,,,,
6/2/2025,,,,,,
JR Bozek,,,,,,
2B,JR,,,,,
Fairleigh Dickinson,,,,,,
2025,,,,,,
Southern New Hampshire,,,,,,
6/2/2025,,,,,,
Charlie Vercruysse,,,,,,
IF,FR,,,,,
Notre Dame,,,,,,
2025,,,,,,
Purdue,,,,,,
6/2/2025,,,,,,
Cole Royer,,,,,,
P,FR,,,,,
Georgia Tech,,,,,,
2025,,,,,,
Kennesaw State,,,,,,
6/2/2025,,,,,,
Logen Devenport,,,,,,
LF,JR,,,,,
Northern Kentucky,,,,,,
2025,,,,,,
Alabama,,,,,,
6/2/2025,,,,,,
Zander Condeelis,,,,,,
IF,FR,,,,,
Canisius,,,,,,
2025,,,,,,
East Stroudsburg,,,,,,
6/2/2025,,,,,,
Jacob Roettgen,,,,,,
P,SR,,,,,
Troy,,,,,,
2025,,,,,,
Murray State,,,,,,
6/2/2025,,,,,,
Carson Tinney,,,,,,
C,SO,,,,,
Notre Dame,,,,,,
2025,,,,,,
Texas,,,,,,
6/2/2025,,,,,,
AJ Taylor,,,,,,
SS,SR,,,,,
Illinois-Chicago,,,,,,
2025,,,,,,
Lamar,,,,,,
6/2/2025,,,,,,
Jeremiah Arnett,,,,,,
P,SO,,,,,
Wichita State,,,,,,
2025,,,,,,
Rice,,,,,,
6/2/2025,,,,,,
Charlie Meglio,,,,,,
3B,SO,,,,,
Campbell,,,,,,
2025,,,,,,
Rutgers,,,,,,
6/2/2025,,,,,,
Reid Brosnan,,,,,,
P,FR,,,,,
Georgia Tech,,,,,,
2025,,,,,,
East Tennessee State,,,,,,
6/2/2025,,,,,,
Zach Dohrmann,,,,,,
P,JR,,,,,
Milwaukee,,,,,,
2025,,,,,,
Eastern Illinois,,,,,,
6/2/2025,,,,,,
Kevin Pauly,,,,,,
P,JR,,,,,
Gardner-Webb,,,,,,
2025,,,,,,
Lewis,,,,,,
6/2/2025,,,,,,
Tate Smith,,,,,,
P,FR,,,,,
Sam Houston State,,,,,,
2025,,,,,,
Northern Colorado,,,,,,
6/2/2025,,,,,,
Carson Timothy,,,,,,
P,FR,,,,,
UC Santa Barbara,,,,,,
2025,,,,,,
Sacramento State,,,,,,
6/2/2025,,,,,,
Trey Newmann,,,,,,
P,SO,,,,,
TCU,,,,,,
2025,,,,,,
Portland,,,,,,
6/2/2025,,,,,,
Jack Swaney,,,,,,
1B,FR,,,,,
Northern Illinois,,,,,,
2025,,,,,,
Lincoln Land,,,,,,
6/2/2025,,,,,,
Kaden Humphrey,,,,,,
P,JR,,,,,
North Florida,,,,,,
2025,,,,,,
Alabama,,,,,,
6/2/2025,,,,,,
Isaac Yeager,,,,,,
P,JR,,,,,
Washington,,,,,,
2025,,,,,,
Oregon State,,,,,,
6/2/2025,,,,,,
Henry Ford,,,,,,
RF,SO,,,,,
Virginia,,,,,,
2025,,,,,,
Tennessee,,,,,,
6/2/2025,,,,,,
Zack Thompson,,,,,,
C,JR,,,,,
Mercer,,,,,,
2025,,,,,,
Gardner-Webb,,,,,,
6/2/2025,,,,,,
Cade Norton,,,,,,
C,FR,,,,,
Mercer,,,,,,
2025,,,,,,
Winthrop,,,,,,
6/2/2025,,,,,,
Hollis Porter,,,,,,
1B,JR,,,,,
Maryland,,,,,,
2025,,,,,,
Texas Tech,,,,,,
6/2/2025,,,,,,
Darin Kuskie,,,,,,
P,SO,,,,,
USC Upstate,,,,,,
2025,,,,,,
Old Dominion,,,,,,
6/2/2025,,,,,,
August Richie,,,,,,
P,SO,,,,,
Virginia,,,,,,
2025,,,,,,
Washington State,,,,,,
6/2/2025,,,,,,
Shuto Okumura,,,,,,
P,JR,,,,,
Mississippi Valley,,,,,,
2025,,,,,,
Illinois State,,,,,,
6/2/2025,,,,,,
Carter Dierdorf,,,,,,
1B,JR,,,,,
West Georgia,,,,,,
2025,,,,,,
Pittsburgh,,,,,,
6/2/2025,,,,,,
Jacob Galloway,,,,,,
C,JR,,,,,
Texas A&M,,,,,,
2025,,,,,,
Oregon State,,,,,,
6/2/2025,,,,,,
Hunter Carlson,,,,,,
C,FR,,,,,
Wichita State,,,,,,
2025,,,,,,
Georgia State,,,,,,
6/2/2025,,,,,,
Evan Vandenbosch,,,,,,
P,JR,,,,,
Georgia Southern,,,,,,
2025,,,,,,
Winthrop,,,,,,
6/2/2025,,,,,,
Asher Sabom,,,,,,
P,FR,,,,,
Georgia,,,,,,
2025,,,,,,
UCF,,,,,,
6/2/2025,,,,,,
Caleb Anderson,,,,,,
P,SR,,,,,
Fresno State,,,,,,
2025,,,,,,
Long Beach State,,,,,,
6/2/2025,,,,,,
Cooper Brass,,,,,,
2B,FR,,,,,
New Mexico,,,,,,
2025,,,,,,
Utah Valley,,,,,,
6/2/2025,,,,,,
Isaac Wachsmann,,,,,,
DH,JR,,,,,
Xavier,,,,,,
2025,,,,,,
Creighton,,,,,,
6/2/2025,,,,,,
Kyle Hvidsten,,,,,,
C,JR,,,,,
Western Kentucky,,,,,,
2025,,,,,,
Liberty,,,,,,
6/2/2025,,,,,,
Jordan Austin,,,,,,
LF,SO,,,,,
Indiana State,,,,,,
2025,,,,,,
Missouri Western,,,,,,
6/2/2025,,,,,,
Kevin Milewski,,,,,,
C,SO,,,,,
Seton Hall,,,,,,
2025,,,,,,
Mississippi State,,,,,,
6/2/2025,,,,,,
Aidan Kuni,,,,,,
1B,JR,,,,,
Hawaii,,,,,,
2025,,,,,,
New Mexico,,,,,,
6/2/2025,,,,,,
Jayden Novak,,,,,,
C-UT,FR,,,,,
College of Charleston,,,,,,
2025,,,,,,
La Salle,,,,,,
6/2/2025,,,,,,
Kross Howarth,,,,,,
P,FR,,,,,
Tulane,,,,,,
2025,,,,,,
La Salle,,,,,,
6/2/2025,,,,,,
Josh Hanson,,,,,,
IF-OF,FR,,,,,
USC,,,,,,
2025,,,,,,
California,,,,,,
6/2/2025,,,,,,
Noah Furcht,,,,,,
RF,SR,,,,,
Charlotte,,,,,,
2025,,,,,,
Ohio State,,,,,,
6/2/2025,,,,,,
Aaron Arnold,,,,,,
P,JR,,,,,
Wichita State,,,,,,
2025,,,,,,
Kansas State,,,,,,
6/2/2025,,,,,,
Tyler Brashear,,,,,,
P,FR,,,,,
East Carolina,,,,,,
2025,,,,,,
Eckerd,,,,,,
6/2/2025,,,,,,
Dante Cano,,,,,,
P,SO,,,,,
Texas A&M-Corpus Christi,,,,,,
2025,,,,,,
Southeastern Oklahoma State,,,,,,
6/2/2025,,,,,,
Austin Cupic,,,,,,
P,SO,,,,,
San Francisco,,,,,,
2025,,,,,,
Central Washington,,,,,,
6/2/2025,,,,,,
Ryan Kittredge,,,,,,
P,JR,,,,,
California Baptist,,,,,,
2025,,,,,,
Utah,,,,,,
6/2/2025,,,,,,
Vicente Feliciano,,,,,,
2B,JR,,,,,
Seattle,,,,,,
2025,,,,,,
Florida International,,,,,,
6/2/2025,,,,,,
Max Kaufer,,,,,,
C,JR,,,,,
South Carolina,,,,,,
2025,,,,,,
Wichita State,,,,,,
6/2/2025,,,,,,
Kevin Denty,,,,,,
RF,SO,,,,,
Valparaiso,,,,,,
2025,,,,,,
Elon,,,,,,
6/2/2025,,,,,,
Matt Goldenbaum,,,,,,
P,FR,,,,,
USF,,,,,,
2025,,,,,,
Creighton,,,,,,
6/2/2025,,,,,,
Kai Tullos,,,,,,
1B,SO,,,,,
USC Upstate,,,,,,
2025,,,,,,
North Greenville,,,,,,
6/2/2025,,,,,,
Braden Consaul,,,,,,
P,JR,,,,,
USC Upstate,,,,,,
2025,,,,,,
Florida International,,,,,,
6/2/2025,,,,,,
Cooper Ellingworth,,,,,,
P,SO,,,,,
USC Upstate,,,,,,
2025,,,,,,
Troy,,,,,,
6/2/2025,,,,,,
Eddie Copper,,,,,,
P,SO,,,,,
South Carolina,,,,,,
2025,,,,,,
Charlotte,,,,,,
6/2/2025,,,,,,
Mark Gialluisi,,,,,,
C,FR,,,,,
Rutgers,,,,,,
2025,,,,,,
Villanova,,,,,,
6/2/2025,,,,,,
Eli Pillsbury,,,,,,
P,JR,,,,,
NC State,,,,,,
2025,,,,,,
Jacksonville State,,,,,,
6/2/2025,,,,,,
James Umbarger,,,,,,
P,FR,,,,,
Wichita State,,,,,,
2025,,,,,,
Kansas City Kansas,,,,,,
6/2/2025,,,,,,
AJ Soldra,,,,,,
CF,SO,,,,,
Seton Hall,,,,,,
2025,,,,,,
Connecticut,,,,,,
6/2/2025,,,,,,
Evan Menzel,,,,,,
3B,FR,,,,,
Maine,,,,,,
2025,,,,,,
Connecticut,,,,,,
6/2/2025,,,,,,
Sam Kane,,,,,,
CF,SO,,,,,
Seattle,,,,,,
2025,,,,,,
Nevada,,,,,,
6/2/2025,,,,,,
Ethan Coronel,,,,,,
P,SO,,,,,
Sam Houston State,,,,,,
2025,,,,,,
Cumberlands (KY),,,,,,
6/2/2025,,,,,,
Charles Keller,,,,,,
OF,JR,,,,,
Jacksonville State,,,,,,
2025,,,,,,
Ball State,,,,,,
6/2/2025,,,,,,
Jonathan Fleaka,,,,,,
IF,FR,,,,,
Illinois-Chicago,,,,,,
2025,,,,,,
Central Michigan,,,,,,
6/2/2025,,,,,,
Dominic Minghine,,,,,,
P,FR,,,,,
Illinois-Chicago,,,,,,
2025,,,,,,
Gulf Coast State,,,,,,
6/2/2025,,,,,,
Jackson Bessette,,,,,,
C,JR,,,,,
Illinois-Chicago,,,,,,
2025,,,,,,
Purdue,,,,,,
6/2/2025,,,,,,
John Smith III,,,,,,
RF,JR,,,,,
South Alabama,,,,,,
2025,,,,,,
UCF,,,,,,
6/2/2025,,,,,,
Joe Trombley,,,,,,
P,SO,,,,,
Sacred Heart,,,,,,
2025,,,,,,
UCF,,,,,,
6/2/2025,,,,,,
Karson Bowen,,,,,,
C,JR,,,,,
TCU,,,,,,
2025,,,,,,
Florida,,,,,,
6/2/2025,,,,,,
Ethan Sutton,,,,,,
P,FR,,,,,
Georgia,,,,,,
2025,,,,,,
USF,,,,,,
6/2/2025,,,,,,
Sam Meyer,,,,,,
LF,FR,,,,,
Saint Joseph's,,,,,,
2025,,,,,,
Mount St. Mary's,,,,,,
6/2/2025,,,,,,
Charlie Schebler,,,,,,
2B,SO,,,,,
Akron,,,,,,
2025,,,,,,
Butler,,,,,,
6/2/2025,,,,,,
Jaden Winter,,,,,,
P,JR,,,,,
East Carolina,,,,,,
2025,,,,,,
Charlotte,,,,,,
6/2/2025,,,,,,
Chris Hacopian,,,,,,
SS,SO,,,,,
Maryland,,,,,,
2025,,,,,,
Texas A&M,,,,,,
6/2/2025,,,,,,
Barrett Eldridge,,,,,,
DH,JR,,,,,
Rice,,,,,,
2025,,,,,,
Young Harris,,,,,,
6/2/2025,,,,,,
Aiden Gebhard,,,,,,
P,JR,,,,,
Northern Colorado,,,,,,
2025,,,,,,
Northwest Nazarene,,,,,,
6/2/2025,,,,,,
Jake Tatom,,,,,,
RF,JR,,,,,
Houston,,,,,,
2025,,,,,,
Tarleton State,,,,,,
6/2/2025,,,,,,
Carson Cormier,,,,,,
P,FR,,,,,
TCU,,,,,,
2025,,,,,,
Illinois State,,,,,,
6/2/2025,,,,,,
Hayden Crews,,,,,,
P,JR,,,,,
Fresno State,,,,,,
2025,,,,,,
Northwest Nazarene,,,,,,
6/2/2025,,,,,,
Mitch Namie,,,,,,
LF,JR,,,,,
New Mexico State,,,,,,
2025,,,,,,
UC Santa Barbara,,,,,,
6/2/2025,,,,,,
Shea Grady,,,,,,
1B,SO,,,,,
Bryant,,,,,,
2025,,,,,,
Seton Hall,,,,,,
6/2/2025,,,,,,
Trey Deitelbaum,,,,,,
P,SO,,,,,
Bryant,,,,,,
2025,,,,,,
Lafayette,,,,,,
6/2/2025,,,,,,
Toby Scheidt,,,,,,
P,JR,,,,,
Bryant,,,,,,
2025,,,,,,
Kansas,,,,,,
6/2/2025,,,,,,
Scott Newman,,,,,,
CF,SO,,,,,
USC Upstate,,,,,,
2025,,,,,,
Georgia,,,,,,
6/2/2025,,,,,,
Kaden Kiser,,,,,,
P,SO,,,,,
Valparaiso,,,,,,
2025,,,,,,
The Citadel,,,,,,
6/2/2025,,,,,,
Brody Capps,,,,,,
1B,JR,,,,,
UT Martin,,,,,,
2025,,,,,,
Southeastern Louisiana,,,,,,
6/2/2025,,,,,,
Brooks Wright,,,,,,
CF,FR,,,,,
Louisiana,,,,,,
2025,,,,,,
Southeastern Louisiana,,,,,,
6/2/2025,,,,,,
Tony Humphrey,,,,,,
OF,SO,,,,,
Boston College,,,,,,
2025,,,,,,
Central Connecticut,,,,,,
6/2/2025,,,,,,
Jackson Cole,,,,,,
P,FR,,,,,
Clemson,,,,,,
2025,,,,,,
The Citadel,,,,,,
6/2/2025,,,,,,
Mason Shropshire,,,,,,
P,JR,,,,,
UT Martin,,,,,,
2025,,,,,,
Delta State,,,,,,
6/2/2025,,,,,,
Wil Libbert,,,,,,
P,FR,,,,,
Missouri,,,,,,
2025,,,,,,
Ole Miss,,,,,,
6/2/2025,,,,,,
Malik Harris,,,,,,
P,SO,,,,,
Memphis,,,,,,
2025,,,,,,
Utah,,,,,,
6/2/2025,,,,,,
Aiden Robbins,,,,,,
RF,SO,,,,,
Seton Hall,,,,,,
2025,,,,,,
Texas,,,,,,
6/2/2025,,,,,,
Chone James,,,,,,
DH,FR,,,,,
Virginia,,,,,,
2025,,,,,,
Mississippi State,,,,,,
6/2/2025,,,,,,
James Nunnallee,,,,,,
RF,FR,,,,,
Virginia,,,,,,
2025,,,,,,
Mississippi State,,,,,,
6/2/2025,,,,,,
Ethan Robinson,,,,,,
P,SO,,,,,
Vanderbilt,,,,,,
2025,,,,,,
Middle Tennessee,,,,,,
6/2/2025,,,,,,
Connor Roche,,,,,,
3B,SO,,,,,
Wagner,,,,,,
2025,,,,,,
Elon,,,,,,
6/2/2025,,,,,,
Drew Turner,,,,,,
P,FR,,,,,
Pittsburgh,,,,,,
2025,,,,,,
UNC Asheville,,,,,,
6/2/2025,,,,,,
TJ Brooks,,,,,,
P,SO,,,,,
James Madison,,,,,,
2025,,,,,,
UNC Asheville,,,,,,
6/2/2025,,,,,,
Christian Perez,,,,,,
DH,JR,,,,,
Sacramento State,,,,,,
2025,,,,,,
Hawaii Pacific,,,,,,
6/2/2025,,,,,,
Jet Gilliam,,,,,,
LF,SO,,,,,
NC State,,,,,,
2025,,,,,,
Utah,,,,,,
6/2/2025,,,,,,
Cade Greer,,,,,,
RF,JR,,,,,
Memphis,,,,,,
2025,,,,,,
Delta State,,,,,,
6/2/2025,,,,,,
Matthew Morrell,,,,,,
P,SO,,,,,
Oregon State,,,,,,
2025,,,,,,
USC,,,,,,
6/2/2025,,,,,,
Blake Bevis,,,,,,
1B,JR,,,,,
Ball State,,,,,,
2025,,,,,,
Mississippi State,,,,,,
6/2/2025,,,,,,
Ethan Darden,,,,,,
P,JR,,,,,
Clemson,,,,,,
2025,,,,,,
Texas A&M,,,,,,
6/2/2025,,,,,,
Kamden Durnin,,,,,,
SS,SO,,,,,
Wichita State,,,,,,
2025,,,,,,
Missouri,,,,,,
6/2/2025,,,,,,
Justin Shadek,,,,,,
P,FR,,,,,
Rutgers,,,,,,
2025,,,,,,
Georgia Tech,,,,,,
6/2/2025,,,,,,
Nicholas Robb,,,,,,
P,SO,,,,,
UT Arlington,,,,,,
2025,,,,,,
Grand Canyon,,,,,,
6/2/2025,,,,,,
Cade Dodson,,,,,,
2B,FR,,,,,
UT Arlington,,,,,,
2025,,,,,,
Baylor,,,,,,
6/2/2025,,,,,,
Evan Bottone,,,,,,
CF,SO,,,,,
Akron,,,,,,
2025,,,,,,
Marshall,,,,,,
6/2/2025,,,,,,
Jared Schaeffer,,,,,,
P,JR,,,,,
Akron,,,,,,
2025,,,,,,
Dallas Baptist,,,,,,
6/2/2025,,,,,,
Trevor Busyn,,,,,,
P,SO,,,,,
Central Michigan,,,,,,
2025,,,,,,
UT Martin,,,,,,
6/2/2025,,,,,,
Carter Hendrickson,,,,,,
LF,SR,,,,,
